STON	STON	STON
2014	2014	2014
1	1	1
1	1	1
12	12	12
18	18	18
15	15	15
0.020	0.020	0.020
0.173632	-0.346555	0.037984
0.185534	-0.338570	0.028262
0.187518	-0.340566	0.034095
0.195453	-0.336574	0.037011
0.204380	-0.348551	0.036039
0.215291	-0.341564	0.047705
0.225209	-0.348551	0.037011
0.220250	-0.344559	0.050621
0.241079	-0.348551	0.045761
0.238103	-0.343560	0.061315
0.250998	-0.353541	0.062286
0.262900	-0.347552	0.058398
0.260916	-0.354540	0.050621
0.269843	-0.355537	0.066175
0.270834	-0.351545	0.049649
0.286704	-0.361526	0.045761
0.282737	-0.357533	0.057426
0.282737	-0.370509	0.037011
0.291664	-0.358532	0.047705
0.283729	-0.381489	0.028262
0.290672	-0.374502	0.040900
0.287696	-0.376498	0.009792
0.282737	-0.384483	0.010764
0.282737	-0.375500	0.003960
0.274802	-0.384483	-0.021316
0.263892	-0.381489	0.004931
0.265875	-0.392468	-0.048535
0.256948	-0.385481	-0.025204
0.241079	-0.410434	-0.075754
0.234136	-0.391470	-0.048535
0.224217	-0.409436	-0.078671
0.205372	-0.407440	-0.072838
0.198429	-0.419417	-0.090336
0.183551	-0.422412	-0.107834
0.160738	-0.424408	-0.121444
0.155779	-0.430397	-0.141858
0.132966	-0.419417	-0.133109
0.118088	-0.440378	-0.168106
0.097260	-0.427402	-0.147691
0.087340	-0.454351	-0.186576
0.070478	-0.445369	-0.158384
0.041715	-0.461338	-0.192409
0.033780	-0.448362	-0.175882
0.011959	-0.469323	-0.207963
-0.005895	-0.463335	-0.181715
-0.023747	-0.481300	-0.208935
-0.035650	-0.485293	-0.194353
-0.055488	-0.484295	-0.222545
-0.071357	-0.492280	-0.196298
-0.086235	-0.484295	-0.211851
-0.096153	-0.505256	-0.212823
-0.111032	-0.505256	-0.183660
-0.124917	-0.518231	-0.226433
-0.141779	-0.500265	-0.175882
-0.148722	-0.529210	-0.225461
-0.160625	-0.519229	-0.167133
-0.172526	-0.529210	-0.210879
-0.175503	-0.527214	-0.170050
-0.192364	-0.540190	-0.193381
-0.191372	-0.532205	-0.175882
-0.205258	-0.548175	-0.177827
-0.203275	-0.548175	-0.172966
-0.217160	-0.536198	-0.152552
-0.209226	-0.557158	-0.165190
-0.224103	-0.546179	-0.135054
-0.218152	-0.557158	-0.156441
-0.224103	-0.545180	-0.129221
-0.217160	-0.552167	-0.135054
-0.210217	-0.541188	-0.118527
-0.220136	-0.539192	-0.112695
-0.213193	-0.533203	-0.101029
-0.215177	-0.533203	-0.092280
-0.201291	-0.521226	-0.088392
-0.207242	-0.517233	-0.075754
-0.194347	-0.509248	-0.066033
-0.195339	-0.503260	-0.060201
-0.176495	-0.493279	-0.041730
-0.179470	-0.486291	-0.039786
-0.159633	-0.475312	-0.016455
-0.156657	-0.463335	-0.018399
-0.144754	-0.462337	0.014653
-0.139795	-0.443372	-0.004789
-0.126902	-0.427402	0.024374
-0.117974	-0.421413	0.013680
-0.103097	-0.410434	0.032151
-0.093178	-0.391470	0.029235
-0.083260	-0.381489	0.046733
-0.061439	-0.363523	0.070064
-0.057471	-0.358532	0.048677
-0.033667	-0.332581	0.085618
-0.030691	-0.332581	0.058398
-0.005895	-0.315613	0.107976
-0.002919	-0.308626	0.082702
0.020885	-0.301640	0.114781
0.026837	-0.291657	0.099227
0.046674	-0.282675	0.110892
0.064528	-0.272694	0.112837
0.070478	-0.264709	0.120614
0.086349	-0.268702	0.113809
0.098251	-0.260716	0.116725
0.107178	-0.255726	0.115753
0.119080	-0.247741	0.108949
0.133958	-0.237760	0.110892
0.134950	-0.251733	0.088534
0.148836	-0.235764	0.094367
0.157763	-0.243748	0.065203
0.161730	-0.226780	0.081729
0.170657	-0.238757	0.037984
0.185534	-0.229774	0.059370
0.189502	-0.235764	0.018541
0.185534	-0.223785	0.033123
0.198429	-0.224784	0.002987
0.204380	-0.233767	-0.007706
0.208347	-0.229774	-0.015483
0.210331	-0.232769	-0.038814
0.207355	-0.223785	-0.028120
0.221241	-0.239756	-0.075754
0.204380	-0.221789	-0.048535
0.216282	-0.235764	-0.102974
0.209339	-0.227778	-0.085476
0.208347	-0.224784	-0.104918
0.206364	-0.230773	-0.120472
0.198429	-0.224784	-0.127276
0.199420	-0.226780	-0.156441
0.188510	-0.223785	-0.155468
0.187518	-0.227778	-0.181715
0.169665	-0.224784	-0.181715
0.170657	-0.221789	-0.206018
0.152803	-0.220792	-0.190465
0.147844	-0.221789	-0.220600
0.137925	-0.220792	-0.222545
0.126023	-0.218795	-0.226433
0.112137	-0.215801	-0.248792
0.103210	-0.223785	-0.234210
0.086349	-0.214803	-0.251708
0.076430	-0.211808	-0.239071
0.066511	-0.218795	-0.249763
0.052626	-0.215801	-0.254624
0.046674	-0.216799	-0.251708
0.025846	-0.213804	-0.268234
0.021877	-0.211808	-0.249763
0.005016	-0.210810	-0.254624
-0.001926	-0.222788	-0.265318
-0.023747	-0.215801	-0.245875
-0.032675	-0.232769	-0.264346
-0.045568	-0.227778	-0.233238
-0.062430	-0.229774	-0.248792
-0.075324	-0.237760	-0.232265
-0.092186	-0.229774	-0.242959
-0.098137	-0.250735	-0.248792
-0.120950	-0.242750	-0.228377
-0.129877	-0.248738	-0.258512
-0.140787	-0.245745	-0.219628
-0.146738	-0.257722	-0.242959
-0.159633	-0.258720	-0.215739
-0.176495	-0.263711	-0.230322
-0.184429	-0.265707	-0.204074
-0.194347	-0.275688	-0.206018
-0.204267	-0.278683	-0.209907
-0.207242	-0.273692	-0.183660
-0.216168	-0.292656	-0.216712
-0.222119	-0.289661	-0.182688
-0.224103	-0.295650	-0.209907
-0.231047	-0.306630	-0.207963
-0.228071	-0.303636	-0.201158
-0.236006	-0.313617	-0.200186
-0.232038	-0.312618	-0.182688
-0.239973	-0.310622	-0.184631
-0.228071	-0.324595	-0.171022
-0.237989	-0.312618	-0.171994
-0.227079	-0.322599	-0.172966
-0.230055	-0.310622	-0.157413
-0.225096	-0.317609	-0.178799
-0.220136	-0.316611	-0.154496
-0.226088	-0.315613	-0.142831
-0.211209	-0.312618	-0.135054
-0.217160	-0.302637	-0.124360
-0.202283	-0.309624	-0.130193
-0.205258	-0.296649	-0.118527
-0.192364	-0.296649	-0.127276
-0.198315	-0.279680	-0.104918
-0.188396	-0.285669	-0.121444
-0.179470	-0.278683	-0.104918
-0.177486	-0.266705	-0.102001
-0.174510	-0.261714	-0.101029
-0.156657	-0.251733	-0.081587
-0.165584	-0.248738	-0.102001
-0.154674	-0.242750	-0.071866
-0.151698	-0.238757	-0.082560
-0.148722	-0.228776	-0.070893
-0.138803	-0.226780	-0.056312
-0.138803	-0.218795	-0.057284
-0.126902	-0.217797	-0.051452
-0.134836	-0.206818	-0.047563
-0.114999	-0.192844	-0.049507
-0.115991	-0.198833	-0.041730
-0.108056	-0.186855	-0.041730
-0.101113	-0.182863	-0.048535
-0.087227	-0.165895	-0.028120
-0.085243	-0.167891	-0.033953
-0.073340	-0.156912	-0.006734
-0.062430	-0.157909	-0.018399
-0.057471	-0.146931	0.007848
-0.047552	-0.142938	-0.016455
-0.032675	-0.141940	-0.002846
-0.031683	-0.123974	-0.002846
-0.023747	-0.139944	-0.002846
-0.014821	-0.117985	0.018541
-0.005895	-0.129962	-0.005762
0.007000	-0.125970	0.026319
0.008984	-0.134953	-0.003818
0.017910	-0.121978	0.018541
0.027829	-0.128964	0.001043
0.036756	-0.128964	0.012709
0.042706	-0.121978	0.006876
0.051634	-0.135951	0.006876
0.061552	-0.123974	0.004931
0.073455	-0.132957	0.002015
0.072463	-0.127966	0.016597
0.087340	-0.138946	-0.004789
0.096268	-0.133955	0.021458
0.103210	-0.141940	-0.001873
0.098251	-0.135951	0.011737
0.117096	-0.144935	-0.005762
0.107178	-0.154916	0.003960
0.125031	-0.160904	0.014653
0.124039	-0.168889	0.008821
0.129991	-0.177873	-0.001873
0.143877	-0.181865	0.006876
0.139909	-0.188851	0.001043
0.151812	-0.198833	-0.006734
0.145860	-0.199831	0.022429
0.159746	-0.218795	-0.003818
0.149827	-0.223785	0.010764
0.162722	-0.236761	-0.000901
0.160738	-0.236761	0.003960
0.166689	-0.244746	-0.002846
0.163714	-0.250735	-0.004789
0.172640	-0.258720	-0.006734
0.164706	-0.265707	-0.001873
0.176608	-0.281676	-0.015483
0.168673	-0.279680	-0.010622
0.167681	-0.299643	-0.030065
0.176608	-0.291657	-0.022287
0.170657	-0.305632	-0.031036
0.179584	-0.315613	-0.034925
0.166689	-0.317609	-0.034925
0.172640	-0.334578	-0.046591
0.166689	-0.329586	-0.034925
0.167681	-0.351545	-0.063117
0.166689	-0.345556	-0.052423
0.168673	-0.364521	-0.060201
0.163714	-0.358532	-0.052423
0.158754	-0.370509	-0.089364
0.159746	-0.366517	-0.066033
0.161730	-0.381489	-0.102001
0.154787	-0.376498	-0.079643
0.167681	-0.386479	-0.104918
0.150819	-0.387478	-0.091309
0.164706	-0.387478	-0.105890
0.154787	-0.377497	-0.107834
0.153795	-0.371508	-0.093252
0.160738	-0.390471	-0.133109
0.147844	-0.367515	-0.107834
0.160738	-0.380490	-0.134082
0.149827	-0.362524	-0.113667
0.161730	-0.366517	-0.133109
0.146852	-0.355537	-0.108807
0.154787	-0.359530	-0.141858
0.148836	-0.352543	-0.121444
0.146852	-0.350547	-0.140886
0.146852	-0.345556	-0.135054
0.140901	-0.337571	-0.126305
0.137925	-0.336574	-0.143803
0.139909	-0.332581	-0.128249
0.130982	-0.326592	-0.127276
0.124039	-0.326592	-0.136998
0.113129	-0.317609	-0.131166
0.108170	-0.315613	-0.143803
0.107178	-0.315613	-0.135054
0.090316	-0.295650	-0.125333
0.092299	-0.309624	-0.133109
0.069487	-0.289661	-0.112695
0.066511	-0.297647	-0.140886
0.054609	-0.281676	-0.106862
0.046674	-0.284671	-0.133109
0.039731	-0.282675	-0.102001
0.026837	-0.276686	-0.121444
0.012951	-0.274690	-0.102001
0.002041	-0.266705	-0.102001
-0.011846	-0.272694	-0.102001
-0.015813	-0.268702	-0.083531
-0.023747	-0.273692	-0.104918
-0.034658	-0.255726	-0.070893
-0.044577	-0.272694	-0.110751
-0.050528	-0.265707	-0.078671
-0.055488	-0.264709	-0.075754
-0.067389	-0.266705	-0.069921
-0.070365	-0.263711	-0.057284
-0.085243	-0.268702	-0.067005
-0.077309	-0.265707	-0.051452
-0.092186	-0.269699	-0.049507
-0.091194	-0.271695	-0.044646
-0.088219	-0.277684	-0.037842
-0.095161	-0.273692	-0.034925
-0.099129	-0.277684	-0.019371
-0.094170	-0.284671	-0.028120
-0.095161	-0.282675	-0.014511
-0.088219	-0.289661	-0.010622
-0.092186	-0.295650	-0.018399
-0.099129	-0.292656	-0.009650
-0.084251	-0.299643	-0.016455
-0.085243	-0.304633	-0.003818
-0.079292	-0.306630	0.001043
-0.078300	-0.305632	0.002015
-0.071357	-0.318607	0.007848
-0.068381	-0.316611	0.016597
-0.058463	-0.319605	0.009792
-0.057471	-0.328588	0.012709
-0.050528	-0.325594	0.025346
-0.048544	-0.336574	0.016597
-0.041601	-0.336574	0.006876
-0.031683	-0.338570	0.017570
-0.025731	-0.345556	0.006876
-0.021764	-0.340566	0.003960
-0.014821	-0.351545	-0.001873
-0.011846	-0.344559	0.008821
0.005016	-0.350547	-0.001873
0.009975	-0.348551	-0.002846
0.014935	-0.341564	0.005904
0.026837	-0.354540	-0.006734
0.032788	-0.332581	-0.006734
0.035764	-0.331583	0.005904
0.047667	-0.335575	-0.016455
0.056593	-0.323598	-0.008678
0.060560	-0.331583	-0.011595
0.073455	-0.315613	-0.008678
0.077422	-0.311621	-0.007706
0.089324	-0.308626	-0.015483
0.087340	-0.295650	-0.021316
0.103210	-0.295650	-0.023260
0.108170	-0.277684	-0.025204
0.120072	-0.280679	-0.042703
0.123047	-0.259718	-0.019371
0.130982	-0.259718	-0.044646
0.133958	-0.249737	-0.017427
0.146852	-0.246742	-0.058256
0.150819	-0.225782	-0.027148
0.160738	-0.229774	-0.063117
0.164706	-0.224784	-0.053395
0.176608	-0.208814	-0.057284
0.182559	-0.210810	-0.083531
0.191486	-0.197835	-0.069921
0.205372	-0.207816	-0.116584
0.210331	-0.190847	-0.085476
0.222233	-0.197835	-0.117556
0.228185	-0.181865	-0.117556
0.245046	-0.186855	-0.131166
0.243062	-0.179869	-0.153524
0.266867	-0.177873	-0.151580
