STON	STON	STON
2014	2014	2014
8	8	8
2	2	2
22	22	22
39	39	39
0	0	0
0.020	0.020	0.020
-0.004043	-0.020758	0.370054
0.001908	-0.013771	0.361305
0.003892	-0.010777	0.362278
0.004884	-0.014770	0.351584
0.007859	-0.006784	0.349640
0.006867	-0.008780	0.347695
0.005876	-0.018762	0.346724
0.003892	-0.005786	0.338946
0.011827	-0.005786	0.325337
0.008851	-0.001794	0.325337
0.008851	-0.001794	0.321448
0.014802	-0.002792	0.313672
0.013810	-0.004788	0.317560
0.004884	-0.007783	0.301034
0.015794	0.011182	0.309783
0.013810	-0.008780	0.299089
0.017777	0.006191	0.296173
0.017777	0.012180	0.287424
0.015794	0.007190	0.274787
0.026705	0.009186	0.285480
0.023729	0.006191	0.266038
0.030672	0.019167	0.272842
0.027697	0.011182	0.264093
0.030672	0.021163	0.260205
0.041582	0.024158	0.257289
0.039598	0.015174	0.239791
0.047534	0.027152	0.242707
0.043567	0.032143	0.236875
0.047534	0.028150	0.244651
0.054477	0.035136	0.247567
0.052493	0.041125	0.243679
0.056460	0.041125	0.241735
0.059436	0.043121	0.238818
0.065387	0.044120	0.233957
0.062411	0.043121	0.242707
0.057452	0.038131	0.244651
0.058444	0.044120	0.242707
0.062411	0.033140	0.243679
0.063403	0.027152	0.234930
0.065387	0.027152	0.239791
0.066379	0.025155	0.229097
0.064395	0.030146	0.238818
0.060428	0.025155	0.234930
0.067370	0.025155	0.239791
0.059436	0.015174	0.232014
0.057452	0.023159	0.232014
0.065387	0.022161	0.239791
0.052493	0.005193	0.227153
0.058444	0.016172	0.233957
0.047534	0.010183	0.217432
0.048526	0.005193	0.229097
0.050509	-0.002792	0.222292
0.039598	-0.009779	0.211599
0.040590	-0.000795	0.222292
0.037615	-0.006784	0.215487
0.038607	-0.009779	0.215487
0.036623	-0.008780	0.230069
0.030672	-0.017764	0.216459
0.026705	-0.008780	0.221320
0.025713	-0.011775	0.226181
0.018770	-0.022755	0.222292
0.019762	-0.012774	0.229097
0.017777	-0.013771	0.225208
0.010835	-0.009779	0.227153
0.018770	-0.010777	0.227153
0.012818	-0.011775	0.232014
0.010835	-0.011775	0.237846
0.016786	-0.012774	0.241735
0.005876	-0.011775	0.232014
0.010835	-0.011775	0.242707
0.006867	-0.014770	0.234930
0.003892	-0.018762	0.226181
0.001908	-0.009779	0.236875
-0.003051	-0.007783	0.230069
0.002900	-0.004788	0.226181
-0.004043	-0.009779	0.228125
-0.002059	0.000202	0.226181
0.004884	0.003197	0.220348
-0.001067	-0.006784	0.217432
-0.000075	0.008187	0.222292
0.001908	0.000202	0.215487
-0.001067	-0.000795	0.213543
0.005876	0.000202	0.209655
-0.003051	0.001201	0.199934
-0.001067	0.003197	0.200906
0.007859	-0.006784	0.189240
0.007859	0.005193	0.192157
0.007859	-0.007783	0.180491
0.002900	0.008187	0.182435
0.002900	0.002198	0.178547
0.009843	-0.001794	0.174659
0.006867	-0.000795	0.167853
0.011827	0.000202	0.157160
0.009843	0.000202	0.155216
0.014802	-0.005786	0.150355
0.019762	-0.001794	0.152300
0.019762	-0.002792	0.142578
0.019762	0.000202	0.139662
0.019762	-0.011775	0.134802
0.027697	0.001201	0.129941
0.029680	-0.009779	0.134802
0.036623	-0.011775	0.135774
0.026705	-0.008780	0.132857
0.037615	-0.010777	0.133829
0.046542	-0.012774	0.131886
0.040590	-0.015767	0.125080
0.046542	-0.015767	0.131886
0.048526	-0.020758	0.121192
0.047534	-0.022755	0.116331
0.053485	-0.018762	0.125080
0.054477	-0.030739	0.110498
0.055469	-0.020758	0.120220
0.055469	-0.024751	0.112443
0.058444	-0.027745	0.112443
0.054477	-0.016766	0.107582
0.049518	-0.027745	0.097861
0.057452	-0.014770	0.111470
0.053485	-0.024751	0.097861
0.051501	-0.020758	0.099805
0.053485	-0.022755	0.094945
0.055469	-0.027745	0.090084
0.051501	-0.020758	0.093972
0.046542	-0.028743	0.088140
0.047534	-0.023752	0.097861
0.046542	-0.028743	0.093972
0.043567	-0.036728	0.097861
0.044559	-0.027745	0.098833
0.039598	-0.030739	0.094945
0.038607	-0.028743	0.098833
0.036623	-0.025748	0.111470
0.035631	-0.031737	0.114387
0.035631	-0.034732	0.114387
0.032656	-0.022755	0.123137
0.034639	-0.035729	0.122164
0.032656	-0.034732	0.131886
0.029680	-0.021756	0.129941
0.027697	-0.029741	0.142578
0.025713	-0.034732	0.131886
0.026705	-0.035729	0.133829
0.026705	-0.034732	0.142578
0.022738	-0.042717	0.137718
0.017777	-0.031737	0.140635
0.016786	-0.046709	0.129941
0.020754	-0.036728	0.140635
0.018770	-0.038724	0.130913
0.013810	-0.044713	0.135774
0.012818	-0.037726	0.141606
0.011827	-0.046709	0.138690
0.005876	-0.043715	0.139662
0.007859	-0.045712	0.138690
0.002900	-0.044713	0.140635
0.004884	-0.043715	0.140635
0.001908	-0.048705	0.132857
-0.003051	-0.051700	0.126053
-0.009003	-0.049704	0.127996
-0.010986	-0.046709	0.126053
-0.009995	-0.047708	0.128969
-0.010986	-0.055693	0.115359
-0.011978	-0.043715	0.116331
-0.020905	-0.046709	0.118276
-0.017929	-0.050702	0.105638
-0.024872	-0.053696	0.108554
-0.026855	-0.050702	0.103694
-0.026855	-0.049704	0.090084
-0.025864	-0.044713	0.090084
-0.031816	-0.041718	0.091056
-0.022888	-0.044713	0.083280
-0.022888	-0.042717	0.072586
-0.031816	-0.044713	0.065781
-0.026855	-0.039722	0.059948
-0.034791	-0.042717	0.052172
-0.023880	-0.034732	0.051199
-0.032807	-0.036728	0.040505
-0.034791	-0.032736	0.042450
-0.031816	-0.022755	0.043422
-0.032807	-0.018762	0.037589
-0.028839	-0.017764	0.033701
-0.027847	-0.011775	0.027868
-0.026855	-0.005786	0.022036
-0.027847	-0.001794	0.020091
-0.018921	0.005193	0.023980
-0.022888	0.008187	0.016203
-0.016937	0.011182	0.013287
-0.013962	0.018168	0.014258
-0.013962	0.013178	0.008426
-0.009995	0.023159	0.010370
-0.005034	0.016172	-0.006156
-0.001067	0.025155	-0.011017
-0.004043	0.036135	-0.005184
0.001908	0.021163	-0.023654
0.002900	0.038131	-0.006156
-0.000075	0.023159	-0.015877
0.001908	0.035136	-0.021709
-0.000075	0.029148	-0.018793
0.001908	0.036135	-0.020738
0.003892	0.042124	-0.014905
0.004884	0.033140	-0.021709
0.004884	0.052105	-0.010044
0.002900	0.037133	-0.019766
0.003892	0.050109	-0.011989
-0.006026	0.044120	-0.013933
0.002900	0.045118	-0.012960
0.001908	0.048112	-0.008101
-0.006026	0.037133	-0.019766
-0.000075	0.049110	-0.011017
-0.006026	0.036135	-0.023654
0.000916	0.040127	-0.017821
-0.001067	0.035136	-0.019766
-0.007019	0.032143	-0.024626
