STON	STON	STON
2015	2015	2015
2	2	2
11	11	11
9	9	9
29	29	29
45	45	45
0.020	0.020	0.020
-0.200029	-0.376045	1.459165
-0.200029	-0.374049	1.463053
-0.201021	-0.364068	1.464997
-0.200029	-0.353089	1.458192
-0.194078	-0.340114	1.473746
-0.195070	-0.336121	1.491244
-0.195070	-0.331130	1.465969
-0.186144	-0.304181	1.463053
-0.188128	-0.307176	1.467914
-0.182176	-0.296196	1.467914
-0.169282	-0.281224	1.444582
-0.176225	-0.273239	1.454304
-0.184160	-0.262260	1.450415
-0.148453	-0.245292	1.437778
-0.147461	-0.240301	1.437778
-0.152420	-0.233315	1.436806
-0.143494	-0.224332	1.420280
-0.138535	-0.217344	1.392088
-0.137543	-0.206366	1.395976
-0.148453	-0.197382	1.388200
-0.136551	-0.196384	1.370701
-0.143494	-0.185405	1.365841
-0.144485	-0.167439	1.355147
-0.125640	-0.160452	1.347370
-0.129607	-0.156459	1.336677
-0.151428	-0.138493	1.342510
-0.149445	-0.124519	1.335705
-0.158371	-0.123521	1.320151
-0.160356	-0.100564	1.316262
-0.154404	-0.096572	1.301681
-0.157379	-0.066628	1.289043
-0.164323	-0.047664	1.258907
-0.168290	-0.019716	1.269601
-0.161347	-0.009735	1.251130
-0.167298	-0.014726	1.248214
-0.169282	0.043165	1.254046
-0.174241	0.058137	1.233632
-0.181184	0.052148	1.231688
-0.188128	0.073109	1.220022
-0.197054	0.098062	1.187943
-0.192095	0.104051	1.187943
-0.207964	0.107044	1.181138
-0.220859	0.143975	1.147114
-0.229785	0.150962	1.136420
-0.239704	0.158947	1.118922
-0.237720	0.181904	1.116978
-0.249622	0.199870	1.089759
-0.246647	0.214842	1.114061
-0.264501	0.213843	1.113090
-0.260533	0.268740	1.079065
-0.262517	0.279719	1.095592
-0.292273	0.277723	1.105312
-0.290289	0.306668	1.098508
-0.297232	0.317648	1.088786
-0.294256	0.346594	1.103368
-0.297232	0.341603	1.104341
-0.286322	0.360567	1.078094
-0.282354	0.406481	1.084898
-0.307151	0.388515	1.116006
-0.296240	0.414466	1.078094
-0.285330	0.432432	1.096563
-0.279378	0.428439	1.112117
-0.270452	0.457385	1.109200
-0.251606	0.442413	1.097535
-0.240696	0.471358	1.094619
-0.253590	0.469362	1.119894
-0.237720	0.496311	1.104341
-0.207964	0.533242	1.103368
-0.201021	0.506292	1.103368
-0.205980	0.515276	1.115034
-0.197054	0.537234	1.100451
-0.184160	0.550210	1.120867
-0.170274	0.549212	1.119894
-0.171266	0.560191	1.109200
-0.170274	0.564183	1.109200
-0.170274	0.559193	1.114061
-0.174241	0.553205	1.125727
-0.161347	0.573167	1.114061
-0.155396	0.582150	1.126699
-0.148453	0.573167	1.119894
-0.132583	0.571171	1.108229
-0.130599	0.584146	1.135448
-0.132583	0.582150	1.135448
-0.117705	0.585144	1.123783
-0.122664	0.589137	1.135448
-0.108778	0.590135	1.134476
-0.099852	0.596124	1.142253
-0.085966	0.595125	1.122810
-0.070096	0.602112	1.128643
-0.059185	0.594128	1.128643
-0.050259	0.602112	1.140308
-0.047283	0.595125	1.146141
-0.024470	0.596124	1.159751
-0.011577	0.585144	1.158779
-0.007608	0.588139	1.147114
-0.001657	0.576161	1.146141
0.025123	0.566180	1.150030
0.033057	0.576161	1.174333
0.040993	0.567178	1.153918
0.050911	0.561190	1.160724
0.060829	0.544221	1.165584
0.080667	0.569174	1.180165
0.092569	0.560191	1.172389
0.109430	0.535238	1.166556
0.112407	0.523261	1.186971
0.103479	0.529249	1.177249
0.109430	0.541227	1.187943
0.125300	0.499306	1.203497
0.131251	0.492319	1.185998
0.123317	0.494315	1.193775
0.137203	0.488326	1.193775
0.143154	0.489325	1.207385
0.145138	0.489325	1.222939
0.150097	0.476349	1.217106
0.151089	0.451396	1.233632
0.157040	0.445407	1.240438
0.169934	0.447404	1.253075
