STON	STON	STON
2015	2015	2015
3	3	3
18	18	18
10	10	10
24	24	24
30	30	30
0.020	0.020	0.020
-0.187373	-0.297430	1.812128
-0.284575	-0.377279	1.815044
-0.155634	-0.196619	1.721722
-0.339128	-0.483080	1.879205
-0.286559	-0.250518	1.803379
-0.284575	-0.340349	1.746024
-0.256804	-0.355321	1.847125
-0.234982	-0.322383	1.809212
-0.283584	-0.342345	1.788797
-0.158609	-0.225565	1.735331
-0.283584	-0.422194	1.881149
-0.136788	-0.206600	1.721722
-0.239942	-0.378278	1.761579
-0.270689	-0.359313	1.834487
-0.279616	-0.289445	1.751857
-0.304413	-0.412213	1.751857
-0.186381	-0.318390	1.767411
-0.399631	-0.505038	1.783937
-0.221097	-0.263494	1.709084
-0.226056	-0.422194	1.782965
-0.210186	-0.351328	1.747969
-0.199275	-0.263494	1.725610
-0.187373	-0.395246	1.786853
-0.094138	-0.287448	1.717833
-0.276641	-0.454135	1.746024
-0.142740	-0.292439	1.714916
-0.249861	-0.515019	1.754773
-0.234982	-0.423193	1.706167
-0.259779	-0.425189	1.684781
-0.260771	-0.463118	1.774216
-0.130837	-0.364304	1.615760
-0.255812	-0.490067	1.737275
-0.059423	-0.284454	1.712000
-0.142740	-0.441159	1.716861
-0.087195	-0.340349	1.711028
-0.080252	-0.390255	1.736303
-0.123894	-0.451140	1.759634
-0.055456	-0.371290	1.703251
-0.193324	-0.499050	1.712972
-0.048513	-0.352326	1.642980
-0.170512	-0.573909	1.747969
-0.111000	-0.396243	1.631314
-0.080252	-0.394247	1.634231
-0.086204	-0.493061	1.710055
-0.028676	-0.342345	1.693530
-0.070334	-0.416206	1.717833
0.113160	-0.286450	1.656590
-0.049505	-0.472100	1.794630
0.045714	-0.308409	1.734359
0.037779	-0.459126	1.626453
0.032820	-0.449143	1.720749
0.040755	-0.424191	1.675059
-0.111992	-0.553946	1.657561
0.089355	-0.376281	1.560349
-0.057440	-0.579898	1.674088
-0.030659	-0.355321	1.659506
-0.007847	-0.401234	1.619649
0.102250	-0.383268	1.611872
