STON	STON	STON
2015	2015	2015
4	4	4
16	16	16
16	16	16
10	10	10
15	15	15
0.020	0.020	0.020
-0.003013	0.129148	-0.046646
0.056499	0.173066	-0.125388
0.001947	0.145119	-0.068033
-0.011939	0.138132	-0.084559
0.047572	0.201014	-0.099141
0.049557	0.135138	-0.074838
-0.001029	0.199017	-0.093308
0.039638	0.254911	-0.112750
0.081296	0.166079	-0.058311
0.054516	0.194026	-0.124416
0.049557	0.271880	-0.121500
0.050549	0.225966	-0.100113
0.088239	0.214987	-0.136082
0.061459	0.215985	-0.124416
0.038646	0.257906	-0.164273
0.061459	0.270882	-0.128304
0.084271	0.227962	-0.147747
0.069393	0.256908	-0.179827
0.019800	0.281861	-0.132193
0.065426	0.324780	-0.126360
0.097165	0.286852	-0.144831
0.054516	0.292840	-0.162329
0.034678	0.354724	-0.156496
0.074353	0.330769	-0.128304
0.076337	0.320787	-0.178855
0.026744	0.341748	-0.178855
0.020792	0.358716	-0.145802
0.049557	0.355721	-0.133165
0.055508	0.369696	-0.196353
0.025752	0.382671	-0.169133
0.015833	0.372690	-0.127333
0.041621	0.409620	-0.154552
0.041621	0.403631	-0.159412
0.029719	0.404630	-0.144831
0.012857	0.426588	-0.123444
0.021784	0.426588	-0.151635
0.040629	0.450543	-0.145802
0.037654	0.435572	-0.130249
0.035670	0.425591	-0.138025
0.012857	0.460525	-0.145802
0.004923	0.459526	-0.124416
0.029719	0.453538	-0.138025
0.039638	0.452539	-0.115666
0.007898	0.452539	-0.138025
0.017817	0.463519	-0.137053
0.052532	0.463519	-0.112750
0.055508	0.471504	-0.111778
0.019800	0.456532	-0.134137
0.049557	0.469507	-0.156496
0.069393	0.429583	-0.099141
0.005915	0.437568	-0.147747
0.029719	0.491467	-0.157468
0.059475	0.411616	-0.120527
0.022776	0.412615	-0.155523
0.029719	0.485477	-0.171078
0.044597	0.425591	-0.128304
0.021784	0.397643	-0.155523
0.015833	0.438566	-0.205102
0.010874	0.402634	-0.152607
0.011866	0.409620	-0.169133
0.012857	0.436569	-0.171078
-0.014915	0.399639	-0.174966
-0.017890	0.437568	-0.197325
0.014841	0.403631	-0.163301
0.017817	0.363707	-0.193437
-0.049630	0.411616	-0.204130
-0.031776	0.397643	-0.158441
0.029719	0.387662	-0.187604
-0.005988	0.376682	-0.212879
-0.054589	0.391654	-0.120527
-0.040703	0.431579	-0.144831
0.055508	0.424592	-0.208018
0.033687	0.333763	-0.171078
-0.029793	0.377681	-0.160384
-0.004996	0.426588	-0.143858
0.051540	0.377681	-0.172050
-0.002021	0.407624	-0.201214
-0.032768	0.398641	-0.160384
0.031703	0.384667	-0.118583
0.011866	0.394649	-0.149691
0.000956	0.418604	-0.146774
0.024759	0.431579	-0.137053
0.021784	0.395647	-0.137053
0.007898	0.389658	-0.124416
0.032695	0.447549	-0.143858
0.003931	0.409620	-0.127333
0.021784	0.408622	-0.114695
0.039638	0.433576	-0.111778
0.019800	0.409620	-0.131221
0.006907	0.449545	-0.113723
0.035670	0.444554	-0.093308
0.049557	0.428585	-0.100113
0.016825	0.461523	-0.132193
0.025752	0.484479	-0.106917
0.056499	0.443557	-0.096225
0.025752	0.414611	-0.132193
-0.001029	0.457530	-0.127333
0.038646	0.473500	-0.095252
0.031703	0.413612	-0.085531
0.012857	0.442558	-0.130249
0.031703	0.513425	-0.080670
0.062450	0.494460	-0.082615
0.042613	0.466514	-0.131221
0.043605	0.467511	-0.128304
0.013849	0.462521	-0.095252
-0.009955	0.465515	-0.118583
0.016825	0.475496	-0.125388
0.018808	0.447549	-0.103029
-0.017890	0.461523	-0.121500
0.005915	0.507436	-0.127333
0.033687	0.483481	-0.124416
-0.001029	0.471504	-0.121500
0.004923	0.513425	-0.150663
0.010874	0.486476	-0.132193
-0.011939	0.466514	-0.138025
-0.003013	0.493463	-0.141914
0.000956	0.454535	-0.135109
-0.029793	0.447549	-0.144831
-0.011939	0.504442	-0.146774
0.013849	0.481485	-0.147747
-0.002021	0.441560	-0.146774
-0.023841	0.478491	-0.156496
0.015833	0.474498	-0.152607
0.013849	0.447549	-0.134137
-0.013923	0.451541	-0.135109
-0.005988	0.455534	-0.133165
-0.004996	0.443557	-0.130249
0.008890	0.446550	-0.133165
0.022776	0.471504	-0.120527
0.004923	0.448547	-0.128304
0.003931	0.441560	-0.114695
0.017817	0.428585	-0.107890
0.046580	0.446550	-0.105946
0.016825	0.429583	-0.087476
0.012857	0.418604	-0.086503
0.024759	0.434573	-0.098168
0.029719	0.421597	-0.111778
0.037654	0.402634	-0.058311
0.041621	0.413612	-0.110806
0.025752	0.420600	-0.113723
0.012857	0.397643	-0.073866
0.057491	0.460525	-0.097197
0.043605	0.399639	-0.043730
0.037654	0.355721	-0.099141
