STON	STON	STON
2015	2015	2015
2	2	2
15	15	15
4	4	4
0	0	0
45	45	45
0.020	0.020	0.020
-0.281940	0.285211	-0.241566
-0.296818	0.285211	-0.234761
-0.309712	0.292197	-0.228929
-0.329550	0.284212	-0.230872
-0.342443	0.290201	-0.218235
-0.364264	0.287207	-0.219207
-0.371207	0.295192	-0.201709
-0.385094	0.291200	-0.199765
-0.393028	0.303177	-0.183239
-0.409890	0.296190	-0.177406
-0.418817	0.294194	-0.176434
-0.423776	0.305173	-0.167685
-0.435678	0.300182	-0.165741
-0.432703	0.310163	-0.150187
-0.437662	0.310163	-0.154075
-0.440638	0.312160	-0.140466
-0.442621	0.316153	-0.138521
-0.433695	0.323139	-0.143382
-0.431711	0.322141	-0.132689
-0.422784	0.323139	-0.131717
-0.414849	0.326134	-0.126856
-0.412866	0.325135	-0.125884
-0.403939	0.332123	-0.122967
-0.396004	0.327132	-0.120050
-0.391045	0.328130	-0.118107
-0.381126	0.330126	-0.119079
-0.373191	0.329128	-0.121023
-0.371207	0.327132	-0.126856
-0.360297	0.328130	-0.121995
-0.355338	0.323139	-0.121023
-0.350379	0.318149	-0.121995
-0.343435	0.320145	-0.125884
-0.338476	0.310163	-0.128800
-0.336493	0.312160	-0.116162
-0.329550	0.305173	-0.121023
-0.327566	0.305173	-0.113246
-0.323598	0.301181	-0.111301
-0.320622	0.299185	-0.111301
-0.319631	0.296190	-0.106441
-0.316655	0.293196	-0.097692
-0.318639	0.285211	-0.098664
-0.317647	0.287207	-0.093803
-0.315663	0.286209	-0.091860
-0.315663	0.279222	-0.090887
-0.320622	0.286209	-0.086027
-0.319631	0.282216	-0.090887
-0.322606	0.285211	-0.080194
-0.327566	0.279222	-0.090887
-0.331533	0.285211	-0.080194
-0.333517	0.288205	-0.075334
-0.335501	0.285211	-0.070473
-0.343435	0.280220	-0.062696
-0.344427	0.280220	-0.072417
-0.342443	0.277225	-0.066585
-0.347403	0.279222	-0.059779
-0.349386	0.278224	-0.059779
-0.348394	0.278224	-0.051030
-0.357322	0.275229	-0.057836
-0.352363	0.279222	-0.053946
-0.358314	0.270239	-0.049087
-0.357322	0.272235	-0.052003
-0.351371	0.279222	-0.043253
-0.354346	0.266247	-0.048114
-0.347403	0.278224	-0.041309
-0.344427	0.269240	-0.053946
-0.334509	0.276228	-0.042281
-0.332525	0.271237	-0.043253
-0.319631	0.275229	-0.048114
-0.314672	0.271237	-0.052003
-0.306737	0.267244	-0.064640
-0.293842	0.274231	-0.056863
-0.290867	0.265248	-0.071445
-0.275989	0.271237	-0.076305
-0.270038	0.266247	-0.087971
-0.259128	0.261256	-0.090887
-0.248217	0.262254	-0.091860
-0.241274	0.256266	-0.102552
-0.233339	0.256266	-0.098664
-0.226396	0.251275	-0.106441
-0.218461	0.250277	-0.112274
-0.212510	0.244287	-0.116162
-0.199615	0.238299	-0.114218
-0.201599	0.239297	-0.111301
-0.197632	0.231312	-0.120050
-0.192673	0.235305	-0.118107
-0.193665	0.223328	-0.122967
-0.188705	0.226321	-0.111301
-0.189697	0.217339	-0.119079
-0.186722	0.214344	-0.114218
-0.189697	0.207357	-0.111301
-0.178787	0.207357	-0.108385
-0.179779	0.208356	-0.092832
-0.179779	0.193383	-0.103525
-0.173827	0.196378	-0.090887
-0.178787	0.178411	-0.099636
-0.174819	0.177414	-0.093803
-0.169860	0.165437	-0.089915
-0.168868	0.156453	-0.092832
-0.162917	0.145473	-0.084083
-0.154983	0.132499	-0.086027
-0.156966	0.124514	-0.082138
-0.152006	0.110539	-0.082138
-0.136137	0.112535	-0.086027
-0.133162	0.098562	-0.083110
-0.126218	0.094570	-0.084083
-0.113324	0.091576	-0.093803
-0.110349	0.075605	-0.101581
-0.099438	0.078600	-0.096720
-0.090511	0.068619	-0.099636
-0.072658	0.061632	-0.106441
-0.067698	0.054645	-0.113246
