STON	STON	STON
2015	2015	2015
2	2	2
28	28	28
9	9	9
17	17	17
45	45	45
0.020	0.020	0.020
0.104546	-0.012705	0.204884
0.209683	0.168953	0.171832
0.092644	-0.025681	0.217522
0.193814	0.146995	0.171832
0.103554	0.039198	0.208773
0.127359	0.094094	0.200024
0.138269	0.123040	0.194191
0.083717	0.021232	0.226271
0.155131	0.179933	0.190302
0.034124	0.006260	0.248630
0.140253	0.180931	0.222382
0.044043	0.060158	0.255434
0.087685	0.148991	0.240852
0.086693	0.136015	0.213633
0.049002	0.079123	0.243769
0.112481	0.218860	0.232103
0.005360	0.056166	0.270988
0.120416	0.225846	0.222382
0.022222	0.086109	0.270988
0.085701	0.193906	0.265155
0.083717	0.162965	0.264183
0.070823	0.118049	0.264183
0.149180	0.215865	0.249601
0.038092	0.061156	0.296263
0.160090	0.238822	0.228214
0.084709	0.084113	0.280709
0.170009	0.186919	0.256406
0.134302	0.140008	0.259322
0.119424	0.117051	0.270988
0.210675	0.217861	0.236964
0.124383	0.073133	0.264183
0.246382	0.238822	0.214605
0.146204	0.073133	0.253489
0.233488	0.202889	0.210716
0.203732	0.123040	0.229187
0.194806	0.116053	0.217522
0.243407	0.210875	0.195163
0.166041	0.064151	0.229187
0.275146	0.228841	0.171832
0.171993	0.053171	0.225298
0.253325	0.195903	0.194191
0.207700	0.110065	0.210716
0.216626	0.121043	0.220438
0.233488	0.177937	0.214605
0.159099	0.059160	0.242797
0.250350	0.224848	0.195163
0.131327	0.061156	0.259322
0.214643	0.214867	0.230159
0.130334	0.113058	0.255434
0.134302	0.156976	0.254462
0.144221	0.190912	0.236964
0.058921	0.088105	0.296263
0.137278	0.249801	0.255434
0.019246	0.089104	0.299179
0.102562	0.250799	0.274877
0.011312	0.120046	0.305984
0.048010	0.194904	0.302095
0.047019	0.214867	0.305012
-0.022412	0.128031	0.336120
0.047019	0.272758	0.303068
-0.065062	0.108068	0.362368
0.039083	0.292720	0.318622
-0.062086	0.145996	0.344869
-0.015469	0.244810	0.357507
-0.034314	0.223850	0.366256
-0.072005	0.172946	0.376949
-0.007534	0.298709	0.362368
-0.112671	0.144000	0.413890
-0.006542	0.329651	0.356535
-0.104736	0.160969	0.401252
-0.035306	0.279744	0.395419
-0.073988	0.238822	0.402225
-0.099777	0.214867	0.418750
-0.031339	0.314679	0.396392
-0.132508	0.154980	0.442081
-0.033322	0.331647	0.398335
-0.130525	0.169951	0.430416
-0.046216	0.299707	0.391531
-0.094818	0.221853	0.423611
-0.111679	0.211872	0.413890
-0.061094	0.294717	0.378893
-0.133500	0.145996	0.431388
-0.025387	0.311685	0.378893
-0.140443	0.128031	0.425555
-0.043241	0.272758	0.393476
-0.088866	0.178934	0.394447
-0.074980	0.185922	0.402225
-0.047208	0.249801	0.373060
-0.102752	0.128031	0.404168
0.010320	0.282739	0.356535
-0.098785	0.095093	0.385698
-0.000591	0.249801	0.365284
-0.073988	0.130027	0.367228
-0.027371	0.165959	0.354590
-0.011501	0.189914	0.332232
-0.060102	0.086109	0.354590
0.046027	0.226844	0.305984
-0.072005	0.041194	0.345841
0.037100	0.202889	0.301124
-0.037290	0.070139	0.327371
0.004368	0.127032	0.298207
0.011312	0.130027	0.290430
-0.045225	0.062155	0.322511
0.033133	0.191910	0.255434
-0.066053	0.010252	0.287514
0.043051	0.182927	0.239881
-0.051176	0.046185	0.281681
-0.012493	0.121043	0.239881
-0.027371	0.108068	0.252518
-0.064070	0.052174	0.249601
0.005360	0.174942	0.201967
-0.093826	0.028218	0.255434
0.017262	0.206882	0.198079
-0.083907	0.049179	0.243769
-0.023404	0.156976	0.199051
-0.059111	0.121043	0.213633
-0.088866	0.093096	0.220438
-0.034314	0.200893	0.168916
-0.134492	0.045186	0.210716
-0.028363	0.223850	0.169888
-0.139451	0.067145	0.204884
-0.081923	0.181929	0.168916
