STON	STON	STON
2014	2014	2014
4	4	4
27	27	27
8	8	8
40	40	40
45	45	45
0.020	0.020	0.020
0.079098	0.331429	-0.132101
0.088025	0.318454	-0.165154
0.095960	0.325440	-0.154460
0.077114	0.345403	-0.133073
0.095960	0.308473	-0.162237
0.068188	0.359377	-0.132101
0.098935	0.307474	-0.172930
0.070171	0.351392	-0.072802
0.089017	0.332427	-0.165154
0.072155	0.356382	-0.103909
0.087033	0.343407	-0.136962
0.073147	0.374349	-0.114603
0.085050	0.362371	-0.137934
0.075130	0.345403	-0.127240
0.077114	0.390319	-0.091272
0.065212	0.354386	-0.150571
0.068188	0.405291	-0.056275
0.066204	0.388322	-0.130157
0.064220	0.415272	-0.085440
0.076122	0.408284	-0.084467
0.056285	0.416269	-0.098077
0.072155	0.401298	-0.109742
0.054301	0.436232	-0.075718
0.081082	0.422258	-0.100993
0.066204	0.449207	-0.080579
0.081082	0.454198	-0.104881
0.085050	0.447211	-0.084467
0.080090	0.456195	-0.098077
0.102902	0.452202	-0.105854
0.091992	0.447211	-0.088356
0.108854	0.468172	-0.099049
0.114805	0.468172	-0.111687
0.121748	0.449207	-0.113630
0.138610	0.477155	-0.098077
0.135634	0.439226	-0.157376
0.166382	0.465178	-0.091272
0.157455	0.446213	-0.135017
0.175308	0.446213	-0.115575
0.186219	0.447211	-0.119464
0.198121	0.437230	-0.129185
0.207048	0.443219	-0.132101
0.211016	0.436232	-0.132101
0.215975	0.422258	-0.143766
0.220934	0.430243	-0.134046
0.231845	0.434236	-0.104881
0.211016	0.415272	-0.128213
0.227877	0.424254	-0.112659
0.214983	0.406288	-0.142795
0.227877	0.398303	-0.104881
0.214983	0.407287	-0.121408
0.210024	0.387324	-0.126268
0.206057	0.387324	-0.104881
0.198121	0.381335	-0.123352
0.197129	0.384330	-0.099049
0.192170	0.354386	-0.125297
0.178284	0.365365	-0.100021
0.174316	0.354386	-0.110714
0.166382	0.351392	-0.096132
0.156464	0.352390	-0.091272
0.173325	0.328435	-0.116548
0.152495	0.334424	-0.105854
0.155472	0.315459	-0.111687
0.148528	0.328435	-0.072802
0.158447	0.291505	-0.137934
0.146544	0.289508	-0.092244
0.150512	0.285516	-0.102938
0.151504	0.271543	-0.135017
0.154479	0.265553	-0.093216
0.154479	0.259564	-0.134046
0.139602	0.256571	-0.125297
0.164398	0.247587	-0.105854
0.147536	0.245591	-0.124324
0.148528	0.237606	-0.153487
0.157455	0.236608	-0.116548
0.147536	0.241598	-0.113630
0.153487	0.224630	-0.165154
0.168365	0.221636	-0.128213
0.154479	0.213652	-0.135989
0.160431	0.207663	-0.157376
0.155472	0.225629	-0.110714
0.161423	0.190695	-0.160293
0.163406	0.209659	-0.153487
0.156464	0.201674	-0.162237
