STON	STON	STON
2015	2015	2015
3	3	3
25	25	25
6	6	6
35	35	35
15	15	15
0.020	0.020	0.020
0.152286	-0.009911	-0.232244
0.175098	0.011050	-0.245854
0.157245	-0.017896	-0.252659
0.146334	-0.003922	-0.257520
0.163196	0.016041	-0.253631
0.141375	0.011050	-0.263352
0.157245	0.030014	-0.244882
0.166171	0.017038	-0.264324
0.189976	0.011050	-0.285711
0.187992	-0.001925	-0.290571
0.170138	-0.021888	-0.276962
0.175098	-0.077783	-0.315846
0.157245	-0.129685	-0.337234
0.170138	-0.193564	-0.364452
0.176090	-0.236484	-0.390700
0.170138	-0.239478	-0.394588
0.156253	-0.245467	-0.390700
0.128481	-0.224506	-0.410142
0.097733	-0.221512	-0.434445
0.072936	-0.223508	-0.393617
0.069961	-0.239478	-0.377090
0.061034	-0.247463	-0.366397
0.065001	-0.267426	-0.398477
0.081863	-0.303358	-0.430557
0.086823	-0.322322	-0.464581
0.054091	-0.339291	-0.449999
0.013425	-0.400175	-0.452915
-0.022282	-0.439102	-0.453888
-0.062948	-0.469046	-0.449027
-0.101631	-0.436108	-0.438334
-0.130395	-0.441098	-0.404309
-0.145272	-0.452078	-0.392644
-0.180980	-0.459064	-0.375146
-0.189906	-0.527935	-0.400421
-0.208752	-0.548896	-0.425696
-0.223630	-0.593811	-0.421808
-0.214703	-0.615769	-0.380007
-0.194865	-0.653698	-0.400421
-0.187922	-0.643717	-0.408198
-0.181972	-0.623755	-0.346954
-0.171062	-0.635732	-0.343066
-0.172053	-0.659687	-0.345983
-0.163126	-0.659687	-0.298348
-0.171062	-0.671664	-0.297377
-0.194865	-0.696617	-0.302237
-0.225614	-0.701608	-0.295432
-0.234540	-0.677653	-0.277934
-0.237515	-0.649706	-0.231273
-0.222638	-0.652700	-0.192388
-0.226605	-0.641721	-0.172945
-0.225614	-0.689631	-0.169057
-0.203793	-0.692625	-0.138921
-0.182963	-0.702606	-0.116562
-0.150232	-0.710591	-0.079621
-0.151224	-0.710591	-0.072817
-0.181972	-0.741532	-0.040736
