STON	STON	STON
2015	2015	2015
5	5	5
15	15	15
15	15	15
56	56	56
45	45	45
0.020	0.020	0.020
-0.136764	-0.167165	-0.229803
-0.108991	-0.190122	-0.172448
-0.139739	-0.195112	-0.190918
-0.171478	-0.140215	-0.185085
-0.180405	-0.151195	-0.161755
-0.190324	-0.110271	-0.185085
-0.196275	-0.111270	-0.135508
-0.225039	-0.160177	-0.153977
-0.229006	-0.102286	-0.180225
-0.259754	-0.108275	-0.144257
-0.277607	-0.062362	-0.162727
-0.279591	-0.055375	-0.143285
-0.327200	-0.086317	-0.146201
-0.343070	-0.035413	-0.157866
-0.344062	-0.012456	-0.124814
-0.353980	-0.001476	-0.118981
-0.366875	-0.014452	-0.127730
-0.406549	-0.027428	-0.103428
-0.370842	-0.005469	-0.102455
-0.354972	0.011499	-0.128703
-0.411509	-0.029424	-0.146201
-0.400598	-0.049386	-0.126759
-0.403573	-0.014452	-0.135508
-0.391671	-0.007465	-0.136479
-0.413492	-0.051382	-0.112177
-0.428370	-0.061364	-0.131619
-0.414484	-0.031420	-0.119953
-0.401589	-0.032418	-0.101483
-0.441264	-0.051382	-0.118981
-0.446223	-0.059367	-0.105371
-0.414484	-0.044395	-0.094679
-0.454158	-0.050385	-0.118010
-0.430353	-0.067352	-0.065515
-0.443248	-0.068351	-0.058710
-0.452174	-0.073341	-0.062598
-0.488873	-0.068351	-0.046072
-0.482923	-0.051382	0.003506
-0.473003	-0.080328	0.020032
-0.529539	-0.045394	0.035585
-0.511686	-0.018445	0.102662
-0.483914	-0.045394	0.097801
-0.489865	-0.055375	0.150296
-0.518629	-0.040403	0.165850
-0.510695	0.004512	0.190153
-0.500775	0.013495	0.238759
-0.517637	0.021481	0.264034
-0.505735	0.028467	0.294169
-0.514662	0.035454	0.320416
-0.527555	0.060407	0.339859
-0.513670	0.105322	0.370967
-0.543426	0.096339	0.422489
-0.537475	0.113307	0.456513
-0.532516	0.164211	0.467207
-0.512678	0.183176	0.487621
-0.501767	0.156226	0.547893
-0.554336	0.193157	0.543033
-0.545409	0.250050	0.559558
-0.490857	0.245059	0.608165
-0.497800	0.266020	0.622746
-0.526564	0.300954	0.647049
-0.511686	0.337884	0.666492
-0.466061	0.338882	0.668436
-0.487882	0.342875	0.699544
-0.495816	0.395776	0.705377
-0.434321	0.433704	0.752038
-0.439281	0.404758	0.771481
-0.444240	0.462649	0.752038
-0.387704	0.487602	0.780230
-0.362907	0.418732	0.772452
-0.396630	0.443686	0.740373
-0.379768	0.514552	0.782174
-0.304387	0.489598	0.822031
-0.301412	0.469636	0.758843
-0.339103	0.466641	0.767592
