STON	STON	STON
2015	2015	2015
5	5	5
1	1	1
21	21	21
25	25	25
15	15	15
0.020	0.020	0.020
-0.270821	0.141949	-0.055122
-0.249000	0.147938	-0.046373
-0.225195	0.146939	-0.039569
-0.199407	0.162910	-0.027904
-0.175602	0.165904	-0.012349
-0.150805	0.182872	0.002233
-0.133944	0.187862	0.017786
-0.113114	0.182872	0.028480
-0.093277	0.191854	0.050838
-0.071456	0.191854	0.065420
-0.046659	0.199840	0.078057
-0.030790	0.192853	0.093612
-0.011945	0.197844	0.110138
-0.004010	0.189858	0.134440
0.015827	0.191854	0.143189
0.028722	0.194849	0.160687
0.040624	0.172891	0.156799
0.058477	0.176883	0.183046
0.065420	0.165904	0.192768
0.081290	0.164906	0.194712
0.088233	0.164906	0.209294
0.102119	0.151930	0.200544
0.107079	0.152928	0.223876
0.111046	0.146939	0.224848
0.125924	0.151930	0.228736
0.134851	0.150932	0.230680
0.139810	0.144943	0.228736
0.147744	0.146939	0.231652
0.153696	0.137957	0.225820
0.155680	0.140951	0.229709
0.159647	0.136958	0.228736
0.169565	0.133964	0.228736
0.168573	0.136958	0.219015
0.174525	0.119990	0.210266
0.185435	0.127975	0.213182
0.183452	0.121986	0.198601
0.198330	0.121986	0.197628
0.194362	0.126977	0.191795
0.201305	0.120989	0.176242
0.202297	0.132966	0.180130
0.201305	0.119990	0.155828
0.206264	0.120989	0.148050
0.201305	0.120989	0.131524
0.206264	0.112005	0.122775
0.200314	0.120989	0.111110
0.197337	0.118992	0.091667
0.196345	0.119990	0.084863
0.181468	0.115997	0.064448
0.179484	0.108013	0.053755
0.175517	0.110009	0.046949
0.161631	0.104020	0.032368
0.154688	0.114001	0.030424
0.135842	0.111007	0.012925
0.130883	0.111007	0.001260
0.113029	0.113004	0.003204
0.101128	0.101026	-0.018182
0.086249	0.108013	-0.017210
0.071371	0.097034	-0.039569
0.063437	0.099030	-0.030820
0.038640	0.094039	-0.045402
0.036656	0.099030	-0.051234
0.014835	0.104020	-0.047346
-0.002027	0.093041	-0.061928
-0.020871	0.102024	-0.048318
-0.041700	0.094039	-0.059011
-0.044676	0.095037	-0.044430
-0.071456	0.096035	-0.037624
-0.081375	0.088051	-0.033736
-0.100221	0.089048	-0.019155
-0.116090	0.088051	-0.017210
-0.134935	0.089048	-0.005545
-0.148822	0.089048	0.010009
-0.161716	0.084058	0.009037
-0.177586	0.085056	0.032368
-0.181553	0.078069	0.041117
-0.201390	0.077071	0.054727
-0.210317	0.075075	0.059587
-0.218251	0.071082	0.070281
-0.230154	0.071082	0.086806
-0.248008	0.067090	0.093612
-0.258918	0.074077	0.112082
