STON	STON	STON
2014	2014	2014
6	6	6
13	13	13
0	0	0
1	1	1
45	45	45
0.020	0.020	0.020
0.123389	0.318776	0.078534
0.126365	0.367684	0.123252
0.115454	0.352713	0.075618
0.124381	0.370679	0.093116
0.113470	0.405613	0.086311
0.130332	0.370679	0.057148
0.107519	0.427571	0.081450
0.124381	0.397628	0.015347
0.122397	0.424577	0.055203
0.116446	0.418589	-0.004096
0.122397	0.417590	0.001737
0.103552	0.448532	0.021179
0.117437	0.427571	-0.028399
0.097601	0.445538	-0.017706
0.089665	0.451527	-0.030343
0.088674	0.441545	-0.058535
0.084706	0.453523	-0.038120
0.078755	0.450528	-0.070200
0.067844	0.447534	-0.060479
0.057926	0.462505	-0.056590
0.049000	0.447534	-0.080894
0.039081	0.459512	-0.068256
0.040072	0.442543	-0.096447
0.023211	0.472486	-0.043953
0.024203	0.434558	-0.109085
0.012300	0.469493	-0.029371
0.026187	0.451527	-0.072145
0.007341	0.436555	-0.069228
0.008333	0.470490	-0.029371
0.003374	0.424577	-0.095475
-0.008529	0.467496	0.000765
0.002382	0.428570	-0.053674
-0.020431	0.449531	0.006598
-0.004560	0.429567	-0.013817
-0.021422	0.438551	0.014375
-0.011504	0.423579	0.021179
-0.023406	0.415594	0.013402
-0.024398	0.428570	0.045482
-0.022414	0.396629	0.013402
-0.029357	0.404614	0.053259
-0.023406	0.407609	0.071730
-0.037292	0.397628	0.074646
-0.030350	0.399624	0.097977
-0.024398	0.395632	0.086311
-0.040268	0.368683	0.086311
-0.036301	0.382656	0.115475
-0.035309	0.360698	0.094089
-0.039276	0.393636	0.155332
-0.029357	0.345726	0.106726
-0.047211	0.381658	0.181579
-0.035309	0.342731	0.112558
-0.044235	0.343729	0.152415
-0.035309	0.349718	0.165053
-0.041260	0.322769	0.130056
-0.041260	0.367684	0.194217
-0.033325	0.317779	0.116446
-0.040268	0.363691	0.187411
-0.033325	0.318776	0.099921
-0.042252	0.363691	0.166025
-0.022414	0.341733	0.103809
-0.040268	0.348720	0.106726
-0.025390	0.366686	0.115475
-0.021422	0.347722	0.072701
-0.025390	0.375669	0.091172
-0.013488	0.365688	0.050343
-0.016463	0.384652	0.065897
-0.011504	0.369680	0.024096
-0.014480	0.386648	0.043538
-0.011504	0.364690	-0.022566
-0.019439	0.408607	0.023124
-0.007537	0.388645	-0.028399
-0.013488	0.386648	-0.022566
-0.022414	0.401620	-0.028399
-0.019439	0.399624	-0.062423
-0.024398	0.397628	-0.056590
-0.028365	0.390641	-0.096447
-0.025390	0.418589	-0.065339
-0.037292	0.399624	-0.111030
-0.024398	0.413598	-0.097420
-0.037292	0.404614	-0.122695
-0.031342	0.400622	-0.143109
-0.040268	0.406610	-0.135332
-0.049194	0.411602	-0.157691
