time;ZZ_med;ZZ_sigma;ZZ_pts;RR_med;RR_sigma;RR_pts;TT_med;TT_sigma;TT_pts
2009-01-01;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-02;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-03;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-04;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-05;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-06;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-07;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-08;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-09;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-10;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-11;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-12;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-13;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-14;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-15;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-16;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-17;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-18;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-19;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-20;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-21;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-22;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-23;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-24;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-25;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-26;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-27;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-28;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-29;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-30;-0.0141662787148;-0.0404165899556;90;-0.0200543770485;-0.0367323712921;103;-0.00868478886587;-0.0254135689496;103
2009-01-31;-0.00890418095754;-0.0338945434247;90;-0.016334079447;-0.0346273845911;103;-0.0064171589184;-0.0319268394666;103
2009-02-01;-0.0108602173427;-0.0373952298919;90;-0.0131889086173;-0.038472852465;103;-0.000343875269878;-0.0354723880695;103
2009-02-02;-0.018612123187;-0.0377115321365;90;-0.0200277175621;-0.0420302811473;103;-0.00565057274349;-0.0320431945038;103
2009-02-03;-0.0195300706626;-0.0364981494035;90;-0.0171436573312;-0.0380875983701;103;-0.00777531799506;-0.0314158213399;103
2009-02-04;-0.0159471381336;-0.0389989431356;90;-0.013204891766;-0.0404412288859;103;-0.0136843036677;-0.0381231043439;103
2009-02-05;-0.0211652766267;-0.0396313975006;90;-0.0126747201489;-0.0410705147411;103;-0.00835741208818;-0.0406212964008;103
2009-02-06;-0.00773606796889;-0.0413472895909;90;-0.0133862944541;-0.0376614074599;103;-0.00376340296111;-0.0372688143828;103
2009-02-07;-0.0186322168489;-0.0433974980949;90;-0.014117937107;-0.0385407496257;103;-0.00326637387501;-0.0313284002921;103
2009-02-08;-0.0162777836243;-0.0448372441706;90;-0.00746760069554;-0.042559528773;103;-0.0105690554652;-0.034122829578;103
2009-02-09;-0.00892565962835;-0.0427192955969;90;-0.00977017253218;-0.039751229456;103;-0.00580767172036;-0.040369130441;103
2009-02-10;-0.00497587898531;-0.0456681300524;90;-0.0168215890361;-0.0467605645393;103;-0.0031603925088;-0.0372152663141;103
2009-02-11;-0.0103686884011;-0.0497188224078;90;-0.0107154647548;-0.0405553312913;103;-0.00398965110157;-0.0396932639523;103
2009-02-12;0.00313347470884;-0.0538404750815;90;-0.00617834033799;-0.0358074380754;103;-0.00284891237348;-0.0381221072871;103
2009-02-13;0.000556612854583;-0.0467617878289;90;-0.0132531497208;-0.0357452118584;103;-0.00178896165405;-0.0381129193477;103
2009-02-14;-0.00984002195459;-0.0456372844244;90;-0.021592650275;-0.0422713610284;103;-0.00509611821206;-0.0370862654304;103
2009-02-15;0.00221194043904;-0.0547227803789;90;-0.0243586171574;-0.0436594613948;103;-0.0103949516304;-0.0363126720128;103
2009-02-16;-0.00534358761297;-0.0568026257327;90;-0.032288835614;-0.0386277827014;103;-0.0169795777722;-0.0415554616157;103
2009-02-17;-0.00454426004237;-0.0442117160046;90;-0.0292324337595;-0.0401075432491;103;-0.0159162422946;-0.035891143066;103
2009-02-18;-0.0131950089731;-0.0433613306356;90;-0.0272303901971;-0.0473264241286;103;-0.0157995993753;-0.0369371322644;103
2009-02-19;-0.00196685371602;-0.0497164917037;90;-0.0291686744364;-0.0491144477858;103;-0.0169445115834;-0.0324837033181;103
2009-02-20;-0.00469265870052;-0.042947334957;90;-0.0337801405996;-0.045317099535;103;-0.0216281608188;-0.0301938486402;103
2009-02-21;-0.0156174221332;-0.0404840348807;90;-0.027064327129;-0.0437141138859;103;-0.0128242220466;-0.0351948399937;103
2009-02-22;-0.0107631172455;-0.0483800815744;90;-0.0309061718293;-0.0422200521087;103;-0.0141952888545;-0.0403991283777;103
2009-02-23;-0.008365608961;-0.0431557916555;90;-0.0296107132545;-0.0349894587844;103;-0.015665802117;-0.0360471763833;103
2009-02-24;-0.00299702907391;-0.0458813208927;90;-0.0280648168184;-0.0363188675439;103;-0.0200869465987;-0.0427697039613;103
2009-02-25;-0.00662990473894;-0.0377177946307;90;-0.0297747859191;-0.0327242679105;103;-0.0234751697612;-0.0446115554027;103
2009-02-26;-0.00998873752845;-0.043257485469;90;-0.0341207565029;-0.0381080606671;103;-0.0252730984;-0.0523721912871;103
2009-02-27;-0.0142147409586;-0.039714132019;90;-0.0341064767564;-0.0397979061421;103;-0.0138441590944;-0.0497190661343;103
2009-02-28;-0.0102619074682;-0.0472030676871;90;-0.033896579963;-0.0439276596765;103;-0.0185019205428;-0.0492101020084;103
2009-03-01;-0.00200583328774;-0.0514140171967;90;-0.0310159696579;-0.0450309960832;103;-0.0184768748617;-0.0406958894225;103
2009-03-02;-0.000490595061726;-0.052121283313;90;-0.0189520182353;-0.0442665324854;103;-0.0199933115484;-0.0494035938916;103
2009-03-03;0.00349814651197;-0.0497573643759;90;-0.0269136271972;-0.0376929867377;103;-0.0101260150209;-0.0479544157158;103
2009-03-04;-0.0012512786076;-0.048329511573;90;-0.0207025731363;-0.0362177907015;103;-0.0129019048135;-0.0425453268264;103
2009-03-05;-0.000283202900205;-0.0514827678384;90;-0.0246070986095;-0.0361057068224;103;-0.0073776967904;-0.0426088241069;103
2009-03-06;-0.0129276127659;-0.0456579818135;90;-0.030248879751;-0.0410044740882;103;-0.00793746971888;-0.0424354986641;103
2009-03-07;-0.0171632699656;-0.0505404743451;90;-0.0269685863806;-0.0432754017237;103;-0.0125880001364;-0.0401167517774;103
2009-03-08;-0.00833114480695;-0.0505333280993;90;-0.0187629591472;-0.0412390700487;103;-0.00573662936092;-0.0465243652271;103
2009-03-09;-0.011781821895;-0.0528625662359;90;-0.0239729026111;-0.0441070758379;103;-0.00650770237398;-0.0478507343665;103
2009-03-10;-0.0154164743122;-0.0498460924192;90;-0.026306789839;-0.0369141440354;103;-0.000443889548407;-0.0426054359101;103
2009-03-11;-0.0121237926901;-0.0417579112495;90;-0.0229811083055;-0.047710292013;103;-0.0117192934439;-0.0436257055332;103
2009-03-12;-0.00927625055769;-0.0559943958089;90;-0.0249121857506;-0.0427696469108;103;-0.0105518961892;-0.0460817582515;103
2009-03-13;-0.0248228932436;-0.0398027674306;90;-0.0285011871431;-0.0390788396717;103;-0.0133373640058;-0.0406167057316;103
2009-03-14;-0.0187219760171;-0.040816376462;90;-0.0196002788982;-0.0377474215356;103;-0.00971277043943;-0.0452982891886;103
2009-03-15;-0.0130019974275;-0.046245889347;90;-0.0171476548454;-0.0397652455084;103;-0.00897378900024;-0.0463481880482;103
2009-03-16;-0.0200339155369;-0.0518735502181;90;-0.0144926342093;-0.0371038875424;103;-0.00196084505504;-0.0437012499064;103
2009-03-17;-0.0195804732908;-0.0574136869156;90;-0.024137105013;-0.0431919274293;103;-0.0057421656077;-0.0438467636137;103
2009-03-18;-0.0102331169353;-0.0521737800441;90;-0.028876808215;-0.0391817435195;103;-0.000718994257944;-0.0378424081861;103
2009-03-19;-0.0173295836216;-0.0410847952368;90;-0.0282850731021;-0.0451089758995;103;-0.00433712643063;-0.0368287620686;103
2009-03-20;-0.0251558422166;-0.0528048816706;90;-0.0247030116225;-0.041552974889;103;-0.0159326155758;-0.04533039071;103
2009-03-21;-0.0214970864576;-0.0458617997299;90;-0.0143286766028;-0.0415596458058;103;-0.0108890966938;-0.0418733840113;103
2009-03-22;-0.0150366840809;-0.0442005296745;90;-0.0204305115268;-0.0306965586389;103;-0.0172592022759;-0.0381637223358;103
2009-03-23;-0.0149788657754;-0.0378144749966;90;-0.0242371070992;-0.036982490677;103;-0.0135111433127;-0.0438492663691;103
2009-03-24;-0.0128577012105;-0.0381627849509;90;-0.019594176788;-0.0401936010249;103;-0.00814320842536;-0.0409378816679;103
2009-03-25;-0.0137241872376;-0.0436853000663;90;-0.0126841252805;-0.042918124327;103;0.00181566529995;-0.0353512766536;103
2009-03-26;-0.0141997154651;-0.0384929904755;90;-0.018515275373;-0.0359286842551;103;-0.00204235933522;-0.0436139375418;103
2009-03-27;-0.0112526736327;-0.0394222613356;90;-0.0150476689394;-0.0367512933278;103;-0.0055894706165;-0.0390423891035;103
2009-03-28;-0.00680428083429;-0.0415674113583;90;-0.0178152507573;-0.0389282266642;103;-0.00686390839961;-0.0346407917363;103
2009-03-29;-0.00879358424356;-0.0484342872479;90;-0.0155066283834;-0.0365509185826;103;-0.00381648483226;-0.0411790705791;103
2009-03-30;-0.00830068350923;-0.0474502340643;90;-0.0114956437173;-0.0408293590216;103;-0.0097104074287;-0.0375258235306;103
2009-03-31;-0.00591167938629;-0.0431012586946;90;-0.0252822896836;-0.0359158219077;103;-0.00804182971574;-0.0319480445465;103
2009-04-01;-0.00176081107991;-0.0417906651628;90;-0.0147716379674;-0.0355772006574;103;-0.01771979493;-0.0305726144756;103
2009-04-02;-0.00612670041679;-0.0448353572301;90;-0.0224118459791;-0.0367000980606;103;-0.0105552958665;-0.029236697528;103
2009-04-03;-0.0099760110878;-0.0438360393874;90;-0.0213591656187;-0.0321702352814;103;-0.0251040567417;-0.0312540859118;103
2009-04-04;-0.00970618502092;-0.0433833966296;90;-0.0222399693747;-0.0346914676216;103;-0.012864139932;-0.0337090065772;103
2009-04-05;-0.0175968685497;-0.040462103632;90;-0.0187747096034;-0.033146880841;103;-0.00896862230572;-0.0342173229513;103
2009-04-06;-0.00430793613096;-0.0346468119594;90;-0.0252621426179;-0.0344898779456;103;-0.0209415095684;-0.0405299847858;103
2009-04-07;-0.0142735056999;-0.0396849782278;90;-0.0124880726726;-0.0477255346346;103;-0.0200997880845;-0.0337293637332;103
2009-04-08;-0.015816506585;-0.0421323646784;90;-0.00634725330453;-0.0470608420745;103;-0.0178234055724;-0.0379959773115;103
2009-04-09;-0.0229884503321;-0.0549682528878;90;-0.0119848704703;-0.0488698747139;103;-0.0207048869331;-0.0394781196071;103
2009-04-10;-0.0237909679566;-0.0634686503607;90;-0.00138533064864;-0.0422716009216;103;-0.0223226297933;-0.0458635118387;103
2009-04-11;-0.0320264594095;-0.0595653163642;90;-0.0134998170095;-0.0461095851156;103;-0.0244982281436;-0.0452772386461;103
2009-04-12;-0.0236737254601;-0.0705199104438;90;-0.0128657027519;-0.0419221319693;103;-0.0164124653188;-0.0404744169409;103
2009-04-13;-0.0254615316456;-0.0650319107565;90;-0.021330528649;-0.0493053559839;103;-0.023011023639;-0.0463134548691;103
2009-04-14;-0.0238484980048;-0.0583226586302;90;-0.0130642408327;-0.0522320196497;103;-0.0167615465939;-0.0461135161459;103
2009-04-15;-0.0182431252457;-0.0627338558244;90;-0.0198927938063;-0.045809463633;103;-0.0238781023393;-0.0476361678268;103
2009-04-16;-0.0198004621418;-0.0562786517296;90;-0.0163263856319;-0.0552798319713;103;-0.0230796896631;-0.0459624286651;103
2009-04-17;-0.0207707172699;-0.056453412308;90;-0.0222539520826;-0.0477864855553;103;-0.0249043869284;-0.042018792913;103
2009-04-18;-0.02630190944;-0.0625263303949;90;-0.00134762038174;-0.0522325558113;103;-0.0299735079959;-0.0343419205664;103
2009-04-19;-0.0179286573565;-0.0597903700475;90;0.00474071008186;-0.056514729109;103;-0.0271099479634;-0.0378248902858;103
2009-04-20;-0.0210488113171;-0.0542253730972;90;-0.00516410895334;-0.051611243304;103;-0.0331781418246;-0.0421111703904;103
2009-04-21;-0.0242281254984;-0.0579050626619;90;-0.0111975575491;-0.0454866706302;103;-0.0231894047731;-0.0391868669852;103
2009-04-22;-0.0199575189232;-0.0619683407308;90;-0.0128382420897;-0.0420786123396;103;-0.026748429711;-0.0359716580049;103
2009-04-23;-0.0271859074443;-0.0614081839235;90;-0.00749152947061;-0.0475284006308;103;-0.0232077014252;-0.0341859747804;103
2009-04-24;-0.0178978449417;-0.0634686544041;90;-0.0160847900922;-0.0474365448022;103;-0.0228126634493;-0.0369248294551;103
2009-04-25;-0.0160500093625;-0.0638197687367;90;-0.0105876801872;-0.0447438410465;103;-0.0204637390392;-0.0418603231524;103
2009-04-26;-0.0149717627872;-0.0567579287828;90;-0.0274435282683;-0.0581904345611;103;-0.0161612449136;-0.0396277294609;103
2009-04-27;-0.0257252248767;-0.0660852991039;90;-0.0216593253208;-0.0546113048703;103;-0.0251918499069;-0.0393420140858;103
2009-04-28;-0.0312218220715;-0.052697553951;90;-0.0265668906359;-0.0557038359443;103;-0.0189222669842;-0.0455217917967;103
2009-04-29;-0.0373068425578;-0.0529226732261;90;-0.0256845283149;-0.0590677628961;103;-0.0159436829196;-0.0396692020622;103
2009-04-30;-0.041092236913;-0.0604281315983;90;-0.0220938709964;-0.0571191809682;103;-0.0157374043841;-0.040135712642;103
2009-05-01;-0.0353211371134;-0.0594342118142;90;-0.0208892726038;-0.0489336928326;103;-0.0220306423591;-0.0467402692857;103
2009-05-02;-0.0358616649483;-0.0535603150146;90;-0.0124387071005;-0.053177367885;103;-0.0126621544899;-0.0448218060999;103
2009-05-03;-0.0279798049172;-0.0502296349183;90;-0.0253939139685;-0.0651454069429;103;-0.00689582707742;-0.0418179564224;103
2009-05-04;-0.0128298212455;-0.0575666022646;90;-0.0222575737946;-0.0520503234045;103;-0.0106585668651;-0.0393006774794;103
2009-05-05;-0.0178475912691;-0.0622411284692;90;-0.0250423800602;-0.0580994944687;103;-0.0169757854699;-0.0373025074132;103
2009-05-06;-0.0150883835405;-0.0547034905008;90;-0.0171270650947;-0.0480702888584;103;-0.0113696935278;-0.0361481634742;103
2009-05-07;-0.0145696940261;-0.0501921864281;103;-0.02447829579;-0.0522174435347;117;-0.0113985865633;-0.0493449950177;117
2009-05-08;-0.0281465712715;-0.0584693706018;103;-0.0239263274577;-0.0485443116472;117;-0.0173959310465;-0.0487091385146;117
2009-05-09;-0.0177264071163;-0.0651036476263;103;-0.0158491921618;-0.0456113129905;117;-0.00803410227415;-0.0390034038412;117
2009-05-10;-0.00984133963752;-0.0568630787788;103;-0.0150815838943;-0.0463996525268;117;-0.0138001235468;-0.0402171707003;117
2009-05-11;-0.0162634257893;-0.0518854850943;103;-0.0121774118903;-0.0399463799005;117;-0.0120982694991;-0.040681967014;117
2009-05-12;-0.0340441938771;-0.0610830473478;103;-0.0154555681931;-0.0478713094305;117;-0.00506510126231;-0.0405420464471;117
2009-05-13;-0.0203385673216;-0.0530547253975;103;-0.026962947924;-0.043540082004;117;-0.0077242842195;-0.0426234524297;117
